params,total_return,cagr,max_drawdown,sharpe_ratio,num_trades,final_value,benchmark_return,benchmark_max_drawdown,excess_return,success,error,equity_symbol,equity_allocation,leap_allocation,leap_delta,leap_expiration_months
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 12}",1113.33,86.72,79.41,1.12,351,1213333.11,94.19214000000001,35.11870428231587,1019.1378599999999,True,,QQQ,60,35,0.4,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 18}",717.97,69.18,68.51,1.04,324,817971.75,94.19220999999999,35.11873337774594,623.7777900000001,True,,QQQ,60,35,0.4,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 12}",890.99,77.5,71.92,1.11,320,990994.78,94.19219,35.11874054109334,796.79781,True,,QQQ,60,35,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 18}",448.88,53.11,69.57,0.95,246,548880.33,94.19217,35.11875142809732,354.68782999999996,True,,QQQ,60,35,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 12}",719.87,69.27,67.57,1.09,231,819870.76,94.19214000000001,35.11870428231587,625.67786,True,,QQQ,60,35,0.6,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 18}",362.94,46.72,66.82,0.92,179,462942.36,94.19220999999999,35.11873337774594,268.74779,True,,QQQ,60,35,0.6,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 12}",1058.14,84.55,76.76,1.12,338,1158137.39,94.19219,35.11874054109334,963.9478100000001,True,,QQQ,50,35,0.4,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 18}",668.2,66.54,66.4,1.02,296,768198.01,94.19217,35.11875142809732,574.00783,True,,QQQ,50,35,0.4,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 12}",808.91,73.7,69.43,1.09,277,908908.62,94.19214000000001,35.11870428231587,714.71786,True,,QQQ,50,35,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 18}",387.86,48.66,68.0,0.92,228,487858.27,94.19220999999999,35.11873337774594,293.66779,True,,QQQ,50,35,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 12}",615.2,63.59,66.79,1.06,218,715200.89,94.19219,35.11874054109334,521.0078100000001,True,,QQQ,50,35,0.6,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 18}",340.83,44.94,65.3,0.91,164,440831.23,94.19217,35.11875142809732,246.63782999999998,True,,QQQ,50,35,0.6,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.4, 'leap_expiration_months': 18}",563.66,60.56,57.11,1.05,260,663660.53,94.19220999999999,35.11873337774594,469.46779,True,,QQQ,65,25,0.4,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.4, 'leap_expiration_months': 12}",761.39,71.38,66.76,1.11,276,861389.89,94.19214000000001,35.11870428231587,667.19786,True,,QQQ,65,25,0.4,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.5, 'leap_expiration_months': 12}",610.63,63.33,62.77,1.09,224,710627.41,94.19219,35.11874054109334,516.43781,True,,QQQ,65,25,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.5, 'leap_expiration_months': 18}",321.22,43.3,58.25,0.92,178,421222.47,94.19217,35.11875142809732,227.02783000000002,True,,QQQ,65,25,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.6, 'leap_expiration_months': 18}",289.46,40.51,57.13,0.92,130,389459.21,94.19214000000001,35.11870428231587,195.26785999999998,True,,QQQ,65,25,0.6,18
"{'start_date': '2020-01-01', 'end_date': '2023-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.6, 'leap_expiration_months': 12}",437.08,52.28,60.55,1.03,169,537076.19,94.19220999999999,35.11873337774594,342.88779,True,,QQQ,65,25,0.6,12
