params,total_return,cagr,max_drawdown,sharpe_ratio,num_trades,final_value,benchmark_return,benchmark_max_drawdown,excess_return,success,error,equity_symbol,equity_allocation,leap_allocation,leap_delta,leap_expiration_months
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 18}",2451.5,71.6,69.57,1.06,339,2551501.51,196.97448999999997,35.11871775714272,2254.52551,True,,QQQ,60,35,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 12}",5221.8,93.97,71.92,1.18,432,5321804.71,196.97448999999997,35.11871775714272,5024.825510000001,True,,QQQ,60,35,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 12}",2302.72,69.89,67.57,1.11,303,2402723.42,196.97445,35.1187233426223,2105.7455499999996,True,,QQQ,60,35,0.6,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 60, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 18}",1682.74,61.65,66.82,1.03,251,1782741.55,196.97445,35.11870929988257,1485.76555,True,,QQQ,60,35,0.6,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 12}",3460.87,81.41,76.76,1.09,480,3560867.0,196.97448999999997,35.11871775714272,3263.89551,True,,QQQ,50,35,0.4,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.4, 'leap_expiration_months': 18}",3111.13,78.31,66.4,1.06,427,3211125.33,196.97448999999997,35.11871775714272,2914.15551,True,,QQQ,50,35,0.4,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 12}",5049.57,92.91,69.43,1.17,387,5149567.66,196.97445,35.1187233426223,4852.59555,True,,QQQ,50,35,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.5, 'leap_expiration_months': 18}",2054.26,66.83,68.0,1.04,324,2154261.23,196.97445,35.11870929988257,1857.2855500000003,True,,QQQ,50,35,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 12}",2003.94,66.17,66.79,1.09,292,2103943.63,196.97448999999997,35.11871775714272,1806.96551,True,,QQQ,50,35,0.6,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 50, 'leap_allocation': 35, 'leap_delta': 0.6, 'leap_expiration_months': 18}",1484.55,58.5,65.3,1.02,223,1584546.41,196.97448999999997,35.11871775714272,1287.57551,True,,QQQ,50,35,0.6,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.4, 'leap_expiration_months': 12}",2115.89,67.61,66.76,1.07,388,2215888.84,196.97445,35.1187233426223,1918.91555,True,,QQQ,65,25,0.4,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.4, 'leap_expiration_months': 18}",2144.45,67.97,57.11,1.09,363,2244451.25,196.97445,35.11870929988257,1947.4755499999999,True,,QQQ,65,25,0.4,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.5, 'leap_expiration_months': 12}",2641.3,73.67,62.77,1.17,299,2741299.16,196.97448999999997,35.11871775714272,2444.32551,True,,QQQ,65,25,0.5,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.5, 'leap_expiration_months': 18}",1227.4,53.89,58.25,1.03,234,1327395.19,196.97448999999997,35.11871775714272,1030.42551,True,,QQQ,65,25,0.5,18
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.6, 'leap_expiration_months': 12}",1232.75,53.99,60.55,1.07,221,1332750.19,196.97445,35.1187233426223,1035.77555,True,,QQQ,65,25,0.6,12
"{'start_date': '2020-01-01', 'end_date': '2025-12-31', 'initial_capital': 100000, 'use_simulation': False, 'monthly_withdrawal': 0, 'use_wheel_strategy': False, 'wheel_allocation': 0, 'wheel_ma_short': 10, 'wheel_ma_long': 30, 'rebalance_delta': 5.0, 'equity_down_trigger': 10.0, 'equity_up_trigger': 15.0, 'profit_limit_6m': 100.0, 'loss_limit_6m': 60.0, 'profit_limit_3m': 30.0, 'loss_limit_3m': 20.0, 'profit_limit_0m': 10.0, 'loss_limit_0m': 20.0, 'equity_symbol': 'QQQ', 'equity_allocation': 65, 'leap_allocation': 25, 'leap_delta': 0.6, 'leap_expiration_months': 18}",1047.75,50.2,57.13,1.03,179,1147748.87,196.97445,35.11870929988257,850.7755500000001,True,,QQQ,65,25,0.6,18
